Timestamp,Time_Sec,RPM,Speed_MPH,Coolant_F,Trans_Temp_F,Oil_Temp_F,Throttle_Pct,Engine_Load_Pct,MAF_gs,Battery_V
19:11:30.961,137.76,817.2,0.0,181.4,165.0,205.0,21.2,38.8,7.26,13.53
19:11:31.223,138.045,815.2,0.0,181.4,165.0,205.0,21.2,38.8,7.26,13.52
19:11:31.532,138.306,815.2,0.0,181.4,165.0,205.0,21.2,38.8,7.26,13.53
19:11:31.820,138.617,815.2,0.0,181.4,165.0,205.0,21.2,38.8,7.26,13.53
19:11:32.113,138.903,831.2,0.0,181.4,165.0,205.0,21.2,38.8,7.26,13.53
19:11:32.377,139.197,833.5,0.0,181.4,165.0,205.0,21.2,38.8,7.24,13.54
19:11:32.641,139.461,834.0,0.0,181.4,165.0,205.0,21.2,38.8,7.22,13.54
19:11:32.877,139.724,823.5,0.0,181.4,165.0,205.0,21.2,38.8,7.21,13.53
19:11:33.111,139.962,819.2,0.0,181.4,165.0,205.0,21.2,38.4,7.2,13.53
19:11:33.370,140.194,830.5,0.0,181.4,165.0,205.0,21.2,38.4,7.2,13.57
19:11:33.607,140.455,827.0,0.0,181.4,165.0,205.0,21.2,38.8,7.21,13.54
19:11:33.863,140.691,827.0,0.0,181.4,165.0,205.0,21.2,38.4,7.21,13.52
19:11:34.184,140.947,814.8,0.0,181.4,165.0,205.0,21.2,38.4,7.21,13.53
19:11:34.472,141.268,822.8,0.0,181.4,165.0,205.0,21.2,38.8,7.24,13.55
19:11:34.722,141.555,822.8,0.0,181.4,165.0,205.0,21.2,38.8,7.22,13.55
19:11:34.951,141.806,830.8,0.0,181.4,165.0,205.0,21.2,38.8,7.25,13.53
19:11:35.182,142.035,824.8,0.0,181.4,165.0,205.0,21.2,38.8,7.23,13.55
19:11:35.422,142.265,829.2,0.0,181.4,165.0,205.0,21.2,38.4,7.23,13.54
19:11:35.636,142.505,831.8,0.0,181.4,165.0,205.0,21.2,38.4,7.21,13.53
19:11:35.908,142.719,831.8,0.0,181.4,165.0,205.0,21.2,38.8,7.21,13.53
19:11:36.234,142.992,831.8,0.0,181.4,165.0,205.0,21.2,38.8,7.22,13.53
19:11:36.478,143.317,831.8,0.0,181.4,165.0,205.0,21.2,38.8,7.23,13.52
19:11:36.734,143.561,823.0,0.0,181.4,165.0,205.0,21.2,38.8,7.2,13.55
19:11:37.022,143.817,823.0,0.0,181.4,165.0,205.0,21.2,38.8,7.2,13.53
19:11:37.259,144.106,825.0,0.0,181.4,165.0,205.0,21.2,38.8,7.2,13.52
19:11:37.525,144.345,821.0,0.0,181.4,165.0,205.0,21.2,38.4,7.2,13.53
19:11:37.749,144.608,823.2,0.0,181.4,165.0,205.0,21.2,38.4,7.2,13.55
19:11:38.020,144.832,829.2,0.0,181.4,165.0,205.0,21.2,38.4,7.2,13.52
19:11:38.277,145.103,817.5,0.0,181.4,165.0,205.0,21.2,38.8,7.21,13.52
19:11:38.539,145.361,811.8,0.0,181.4,165.0,205.0,21.2,39.2,7.26,13.55
19:11:38.766,145.623,812.8,0.0,181.4,165.0,205.0,21.2,39.2,7.27,13.52
19:11:38.995,145.849,823.5,0.0,181.4,165.0,205.0,21.2,38.8,7.28,13.54
19:11:39.234,146.079,817.2,0.0,181.4,165.0,205.0,21.2,38.8,7.28,13.54
19:11:39.468,146.318,824.5,0.0,181.4,165.0,205.0,21.2,38.8,7.3,13.54
19:11:39.692,146.551,823.0,0.0,181.4,165.0,205.0,21.2,38.8,7.28,13.57
