Timestamp,Time_Sec,RPM,Speed_MPH,Coolant_F,Trans_Temp_F,Oil_Temp_F,Throttle_Pct,Engine_Load_Pct,MAF_gs,Battery_V
19:11:08.696,115.524,829.2,0.0,181.4,165.0,205.0,21.2,38.8,7.3,13.52
19:11:08.953,115.78,827.2,0.0,181.4,165.0,205.0,21.2,38.8,7.3,13.52
19:11:09.183,116.04,835.5,0.0,181.4,165.0,205.0,21.2,39.2,7.26,13.52
19:11:09.407,116.267,825.8,0.0,181.4,165.0,205.0,21.2,38.8,7.27,13.53
19:11:09.642,116.491,828.5,0.0,181.4,165.0,205.0,21.2,38.8,7.31,13.53
19:11:09.916,116.725,822.2,0.0,181.4,165.0,205.0,21.2,39.2,7.25,13.54
19:11:10.144,117.0,824.8,0.0,179.6,165.0,205.0,21.2,39.2,7.26,13.55
19:11:10.381,117.228,824.8,0.0,179.6,165.0,205.0,21.2,38.8,7.26,13.52
19:11:10.660,117.468,815.8,0.0,179.6,165.0,205.0,21.2,39.2,7.26,13.52
19:11:10.952,117.744,815.8,0.0,179.6,165.0,205.0,21.2,39.2,7.26,13.55
19:11:11.190,118.045,825.2,0.0,181.4,165.0,205.0,21.2,38.8,7.3,13.55
19:11:11.470,118.277,823.0,0.0,181.4,165.0,205.0,21.2,38.8,7.3,13.53
19:11:11.734,118.555,815.2,0.0,181.4,165.0,205.0,21.2,38.8,7.27,13.55
19:11:12.022,118.819,815.2,0.0,181.4,165.0,205.0,21.2,38.8,7.27,13.55
19:11:12.279,119.107,834.0,0.0,181.4,165.0,205.0,21.2,38.8,7.27,13.54
19:11:12.536,119.362,827.0,0.0,181.4,165.0,205.0,21.2,38.8,7.27,13.55
19:11:12.763,119.62,820.0,0.0,181.4,165.0,205.0,21.2,38.8,7.25,13.55
19:11:13.038,119.846,831.0,0.0,181.4,165.0,205.0,21.2,39.2,7.28,13.53
19:11:13.275,120.122,822.0,0.0,181.4,165.0,205.0,21.2,39.2,7.31,13.52
19:11:13.538,120.359,818.5,0.0,181.4,165.0,205.0,21.2,38.8,7.29,13.53
19:11:13.779,120.622,820.0,0.0,181.4,165.0,205.0,21.2,39.2,7.29,13.51
19:11:14.061,120.863,831.0,0.0,181.4,165.0,205.0,21.2,38.8,7.29,13.55
19:11:14.283,121.144,830.5,0.0,181.4,165.0,205.0,21.2,38.8,7.27,13.51
19:11:14.514,121.368,823.8,0.0,181.4,165.0,205.0,21.2,38.8,7.3,13.55
19:11:14.752,121.597,821.8,0.0,181.4,165.0,205.0,21.2,38.8,7.29,13.53
19:11:14.987,121.838,830.0,0.0,181.4,165.0,205.0,21.2,38.8,7.27,13.53
19:11:15.249,122.071,818.2,0.0,181.4,165.0,205.0,21.2,38.8,7.27,13.54
19:11:15.553,122.333,818.2,0.0,181.4,165.0,205.0,21.2,38.8,7.27,13.55
19:11:15.874,122.637,818.2,0.0,181.4,165.0,205.0,21.2,38.8,7.27,13.5
19:11:16.120,122.958,824.8,0.0,181.4,165.0,205.0,21.2,38.8,7.27,13.51
19:11:16.372,123.204,824.5,0.0,181.4,165.0,205.0,21.2,38.8,7.27,13.53
